微博正文,来源,时间,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-19 10:21:59,
#花西子全球品牌大使周深#期待深深和花西子一起携手走向世界舞台！！！实力与颜值同时在线，小啾啾深太帅了@卡布叻_周深,A平台,2021-07-19 10:03:06,
#花西子全球品牌大使周深#期待深深和花西子一起携手走向世界舞台！！！实力与颜值同时在线，小啾啾深太帅了@卡布叻_周深,A平台,2021-07-19 09:51:58,
#周深遇见花西子#周深，玫瑰是红的，紫罗兰是蓝的，糖是甜的，你也是。@卡布叻_周深,A平台,2021-07-19 09:26:25,
#周深五国语言唱花西子#以歌为媒，扬东方之美！和@卡布叻_周深一起守护和传播东方之音、民族美学！五国语言《花西子》，超有国际范！👍🏻L花西子Florasis的微博视频,A平台,2021-07-19 09:12:06,
#花西子全球品牌大使周深#你的目光落在我身上的时候，我就希望我能变好一点，再好一点。我想要成为发光的存在，想要你有一天会因为我而骄傲。@卡布叻_周深L花西子Florasis的微博视频,A平台,2021-07-19 09:08:30,
#花西子全球品牌大使周深#周深一定属于更大的舞台，花西子一定属于更加广阔的世界！陪@卡布叻_周深一起走花路吧L花西子Florasis的微博视频,A平台,2021-07-19 08:21:11,
#花西子全球品牌大使周深#期待深深和花西子一起携手走向世界舞台！！！实力与颜值同时在线，小啾啾深太帅了@卡布叻_周深,A平台,2021-07-19 07:57:44,
#花西子全球品牌大使周深#周深，我和你的相遇，怎么说呢，就像是一颗耀眼的星星通亮了一片荒芜的小宇宙。@卡布叻_周深,A平台,2021-07-19 07:49:34,
#周深五国语言唱花西子#太厉害了！@卡布叻_周深L花西子Florasis的微博视频万般清韵写晨昏；凤管朱弦情愈深；古曲新调花满路；齐歌共舞颂青春。,A平台,2021-07-19 06:30:40,
ggg//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-19 00:14:42,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-19 00:08:15,
yyy//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-19 00:05:35,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-18 22:50:54,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-18 22:43:24,
yy//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 22:13:48,
#花西子全球品牌大使周深#我已为了你，参透了枯木禅，我已为了你，去看了远山,A平台,2021-07-18 22:10:17,
tyt//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 21:33:50,
我参与了@CHAOS-宋亚轩叁零肆总站发起的投票【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-18 21:18:48,
不aa//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 21:16:22,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-18 21:13:41,
#周深遇见花西子#传统五音，宫商角徵羽。宛转悠扬，江南西子调。这首歌mv意境好美@卡布叻_周深L花西子-东方彩妆的微博视频,A平台,2021-07-18 21:01:15,
不w//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 20:52:00,
twtww//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 20:33:55,
yty//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 20:28:42,
#周深五国语言唱花西子#这首歌让我们听到的东方韵律之美，更感受到更多元更立体的东方美。一起走向世界吧！！！@卡布叻_周深L花西子Florasis的微博视频,A平台,2021-07-18 20:26:31,
yye//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 20:26:15,
ss//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 19:58:43,
#周深五国语言唱花西子#L花西子Florasis的微博视频@卡布叻_周深你知道我的眼睛为什么这么小吗？还不是因为只想容下你一个人,A平台,2021-07-18 19:28:38,
一sss//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 19:09:36,
yww//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 19:07:13,
#周深遇见花西子#《花西子》L花西子-东方彩妆的微博视频周深的歌声，就像是向你描述一个或喜悦或悲伤又或平和的故事，你只需安静地听他诉说，细细品味其中的情感。@卡布叻_周深,A平台,2021-07-18 19:02:27,
gg//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 19:01:30,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-18 18:44:54,
ggg//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 18:38:57,
gg//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 17:55:51,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-18 17:55:00,
#周深五国语言唱花西子#五语花西子太绝了！@卡布叻_周深《花西子》国际版又是一次新的尝试，希望可以通过这首歌让我们的东方韵律走向世界，让世界感受到更多元更立体的东方美。L花西子Florasis的微博视频,A平台,2021-07-18 17:52:25,
g//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 17:38:53,
ggg//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 17:20:09,
#周深五国语言唱花西子#好听@卡布叻_周深万物枯荣弹指间，沧海桑田一曲罢，恨不日日听君歌。！L花西子Florasis的微博视频,A平台,2021-07-18 17:17:18,
#周深五国语言唱花西子#一往情深深几许，深山夕照深秋雨。@卡布叻_周深,A平台,2021-07-18 17:09:35,
#花西子全球品牌大使周深#全新《花西子》国际版，感受这份向世界传递的东方之美。@卡布叻_周深L花西子Florasis的微博视频,A平台,2021-07-18 17:08:12,
#花西子全球品牌大使周深#你歌声之所在，便是我心归处。@卡布叻_周深L花西子Florasis的微博视频❣️周深，你最可爱，我说时来不及思索，但思索之后，还是这样说。,A平台,2021-07-18 17:03:19,
#周深遇见花西子#心中唯君低头温柔模样，亦或满眼柔情望向远方。苏苏的嗓音绕过左耳，心底泛起阵阵涟漪。@卡布叻_周深#周深花西子品牌大使#L花西子http://mapi/0073BTAOgy1gg8ggie3bdj30dw0dw0uc,A平台,2021-07-18 16:51:57,
#周深遇见花西子#周深，喜欢你，是我做的最认真的一件事，你就是我冬日里的暖阳。@卡布叻_周深,A平台,2021-07-18 16:45:06,
#周深五国语言唱花西子#五语花西子太绝了！@卡布叻_周深《花西子》国际版又是一次新的尝试，希望可以通过这首歌让我们的东方韵律走向世界，让世界感受到更多元更立体的东方美。L花西子Florasis的微博视频,A平台,2021-07-18 16:31:54,
#周深遇见花西子#传统五音，宫商角徵羽。宛转悠扬，江南西子调。这首歌mv意境好美@卡布叻_周深L花西子-东方彩妆的微博视频,A平台,2021-07-18 16:21:44,
#周深遇见花西子#@卡布叻_周深你的眼像是一望无际的星辰，一定是在你出生那天上帝把月亮捏碎了，放进了你的眼里,A平台,2021-07-18 16:14:40,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-18 16:14:08,
✨#周深遇见花西子#✨这首歌的曲调坚守古典的含蓄内敛，还能深深的歌声中感受到了融汇共生，平衡之美，好好听@卡布叻_周深L花西子-东方彩妆的微博视频,A平台,2021-07-18 16:10:53,
#花西子全球品牌大使周深#多谢你如此精彩耀眼，做我平淡岁月里的星辰@卡布叻_周深✨,A平台,2021-07-18 16:06:12,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-18 15:55:52,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-18 15:35:57,
#花西子全球品牌大使周深#你的目光落在我身上的时候，我就希望我能变好一点，再好一点。我想要成为发光的存在，想要你有一天会因为我而骄傲。@卡布叻_周深L花西子Florasis的微博视频,A平台,2021-07-18 15:09:15,
一sd//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 14:53:32,
yde//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 14:37:08,
syys//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 14:34:38,
【#宋亚轩东方卫视跨年晚会#.@时代少年团-宋亚轩】，我投给了“#花西子品牌大使宋亚轩#syx#宋亚轩治愈笑颜#”这个选项，你也快来表态吧~,A平台,2021-07-18 14:25:53,
#周深五国语言唱花西子#“遇见花西子……《花西子》国际版@卡布叻_周深民族美就是世界美L花西子Florasis的微博视频,A平台,2021-07-18 14:09:11,
gy//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 14:04:00,
#周深五国语言唱花西子#我站在这段爱情的尾声处，看见沿着爱情走向来时的路，原来每一步，都那么孤独，而且辛苦——《深海里的星星》独木舟,A平台,2021-07-18 14:02:22,
#周深五国语言唱花西子#你的眼像是一望无际的星辰，一定是在你出生那天上帝把月亮捏碎了，放进了你的眼里@卡布叻_周深,A平台,2021-07-18 13:57:36,
#花西子全球品牌大使周深#梦中再照面已不会地转天旋，醒来一肩夕阳零落的碎片,A平台,2021-07-18 13:34:01,
yyy//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 13:33:44,
#周深五国语言唱花西子#“遇见花西子，Thecountlessblossomsthatyouseek……”来听深深以全新的花西子全球品牌大使身份，重新演唱的《花西子》国际版！！5国语言！！快来听听吧！！L花西子Florasis的微博视频,A平台,2021-07-18 13:33:21,
yy//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 13:25:14,
yas//@木子冉冉冉冉冉:翔霖。//@诶丶冉冉今天是锦鲤喂:严浩翔贺峻霖//@翔霖神谕:感谢@花西子Florasis分享！明眸映照少年神采，@时代少年团-严浩翔@时代少年团-贺峻霖同花西子感受色彩的东方。,A平台,2021-07-18 12:47:18,
